,0,1,2,3,4,5,6,7,8,9
0,4.7520915909624544e-05,0.6715884780649017,0.5553621406742875,0.8009573727094382,0.8507819807764896,0.6980027108379558,0.8459894644838828,0.9709212322317159,1.152888874732299,1.236231459090453
1,4.729469877452224e-05,0.4541349652069505,0.5736913563649585,0.6893946615066933,0.44847460954055446,0.7916333552857443,0.9816728547170485,1.1461350382510591,0.7120374885326275,1.1686001851700243
2,4.749738527274684e-05,0.6088800780625411,0.5246934896504533,0.5661418745884141,0.7142104086743111,0.7084059507460648,0.873639854225827,0.8202679864891852,0.7884714321214645,1.0486890056692602
3,4.7688483953499794e-05,0.6120013192031504,0.00023049995247304293,4.2832878140324575e-05,0.0002246305405353417,0.5679539546236029,0.7187843207167307,0.9279195508120287,0.4855623485383401,1.033875860791287
4,4.715683038863086e-05,7.99553633073812e-05,0.5042493866153153,0.43848472284362133,0.00037045293231925924,0.010050544006211628,0.729420771575016,0.4201606000032428,0.8464864118972082,0.8897234666210653
5,4.719262758919814e-05,0.5392556253827346,0.0005579157842620732,0.4945578648885607,0.0008077546513985527,0.43617504095720144,0.5824431125185695,0.7336620988453609,0.6292466638064407,0.43250758630054975
6,0.5565970144343523,0.5350809971637138,0.519965179389869,0.4949028940569145,4.593751279497658e-05,0.4060723904242292,0.006705031749519406,0.018725841969241108,0.4644062116593087,0.08782107994781385
7,4.737225777930563e-05,0.00010402572571082082,0.5735828932624072,6.567872924239952e-05,4.6484897811813634e-05,0.0014511156922296013,0.030122978111282204,0.021975152592424982,0.44060189392035265,0.06431180479095314
8,4.7830514643736096e-05,7.871446904091729e-05,0.5550305465651896,0.49342487672895835,4.542311950147704e-05,0.0007098087770421566,5.032935325835679e-05,0.008477009247129217,0.08921213422917275,0.0015423551261932811
9,4.724940558305414e-05,0.6120015146025397,0.00023017343074959094,0.49530089899804647,4.6164172551506524e-05,0.0003898743092564803,4.909178201402487e-05,0.005263594188394688,0.10106908335320466,0.0010888380750848031
