,0,1,2,3,4,5,6,7,8,9
0,-2.1770952049804393e-05,0.038458343872989964,0.7888946347387005,1.2287539867462924,0.30368760213675855,2.055654889426423,2.0729118548749823,2.163454316546899,1.54947738615085,3.1609103160206256
1,-2.1770878563254215e-05,7.134994108648485e-06,0.012341847288550811,0.25361490356612804,0.4088255408105122,1.7099061911267683,1.633274448964293,1.5918942049898015,1.259189840801982,2.294783937937872
2,-2.1770924789832335e-05,0.00887391643217561,-2.645899928621631e-05,-0.04406788103789161,0.26613450786102405,0.7237228459325084,0.9877414007989087,0.5422581948851564,0.1787019503458049,1.826268669707967
3,-2.1770911566854068e-05,-3.470726328691498e-05,0.01234184786136483,-0.04406927749871126,-3.70763770535798e-05,0.006963158367942951,0.03062167904547355,1.1690664321963593,1.0677089183809847,1.8362371451882402
4,-2.177095133171214e-05,-3.470748507994337e-05,-2.645943856594002e-05,-0.044069276399078205,-6.5247570888993245e-06,0.03101433420028754,1.0123821814719904,1.1219317113834133,0.2018166879217052,0.8964412321059643
5,-2.1770916471153257e-05,0.008873911550786984,-2.6459497304065493e-05,-0.044068042291191545,-3.5320478206979367e-05,-0.012805934483168191,0.047451955044805275,1.1880600269060744,0.7049509030294074,0.28317064388053137
6,-2.17704091405313e-05,-3.454655977286336e-05,-2.6458259117845273e-05,-0.044069265167581806,-3.607480803802243e-05,-3.6534915391794875e-05,-0.013963945669090747,0.1463951068876628,0.08045261321434691,0.13954689244457186
7,-2.177069806164056e-05,-3.4707773715503265e-05,-2.6458175667487538e-05,-0.030448449563654223,-3.70988022453389e-05,2.9287782121162342e-05,0.0013246435251854406,0.0016563502959168752,-0.13289731075962635,0.03897897583809751
8,-2.1770915430430193e-05,0.008873911555234537,-2.6445935450758462e-05,-0.030448450716432096,-3.7098864523466e-05,-4.612112426444215e-05,-4.195985509196018e-05,-0.0006666383971654644,-0.13271804338604076,0.03222088308614535
9,-2.1770924653274903e-05,0.008873911576425586,-2.6457233469723285e-05,-0.044069237744059686,-3.709867770396169e-05,-4.5874726032874014e-05,-4.1955879199459534e-05,-0.0014314578404073242,-0.11993060710738751,-7.196719726654255e-05
